view,grouptype,setupOrhold,allwns,alltns,allvp,in2regwns,in2regtns,in2regvp,in2outwns,in2outtns,in2outvp,reg2regwns,reg2regtns,reg2regvp,reg2outwns,reg2outtns,reg2outvp,fromClk,toClk
wc,*,Setup,-0.401,-2.385,15,0.000,0.000,0,0.000,0.000,0,-0.401,-2.385,15,0.000,0.000,0,*,*
